sa_2022_code,d_nursing_km,d_homecare_km,d_fci_km,d_nearest_km,support_nearby,nearest_type,nearest_loc,pr_distance,isolation,vulnerability,service_desert
267078011/03,2.08,2.07,7.79,2.07,63,homecare,address,25.75,57.88,19.75,5.09
267078012,1.65,1.75,8.2,1.75,63,homecare,address,21.78,56.01,31.28,6.81
267078013/01,1.97,2.09,7.53,2.09,63,homecare,address,26.04,59.77,20.61,5.37
267078013/02,1.95,1.82,7.58,1.82,63,homecare,address,22.68,57.95,18.54,4.2
267078013/03,1.79,1.69,7.73,1.69,63,homecare,address,20.92,57.09,19.14,4.0
267078014,1.71,2.65,7.66,2.65,63,homecare,address,31.59,50.08,32.4,10.24
267078015,1.41,2.31,7.27,2.31,63,homecare,address,28.42,42.92,55.66,15.82
267078016,2.0,2.6,7.91,2.6,63,homecare,address,31.24,49.13,50.64,15.82
267078017,1.96,2.52,7.83,2.52,63,homecare,address,30.52,50.14,39.09,11.93
267078018,1.21,2.08,7.03,2.08,63,homecare,address,25.88,42.18,58.07,15.03
267078019,0.88,1.77,6.78,1.77,63,homecare,address,21.96,41.25,55.22,12.13
267078020,1.23,2.13,7.11,2.13,63,homecare,address,26.5,41.39,50.07,13.27
267078021,1.07,1.15,8.31,1.15,63,homecare,address,12.31,11.79,38.08,4.69
267078022,1.64,1.57,7.87,1.57,63,homecare,address,19.13,56.95,19.91,3.81
267078024,1.94,1.88,7.76,1.88,63,homecare,address,23.45,57.46,20.7,4.85
267079001,0.32,1.25,6.34,1.25,63,homecare,address,13.96,48.7,31.88,4.45
267079002,0.19,0.82,5.93,0.82,63,homecare,address,7.04,30.84,48.86,3.44
267079003,0.53,1.41,6.45,1.41,63,homecare,address,16.52,53.27,33.9,5.6
267079004,0.67,1.55,6.57,1.55,63,homecare,address,18.74,50.42,19.4,3.64
267079005,0.63,1.47,6.48,1.47,63,homecare,address,17.58,53.05,34.88,6.13
267079006,1.01,1.64,6.43,1.64,63,homecare,address,20.23,35.08,43.54,8.81
267079007,0.78,1.22,6.03,1.22,63,homecare,address,13.47,18.32,19.45,2.62
267079008,1.2,1.73,6.38,1.73,63,homecare,address,21.49,27.45,19.09,4.1
267079009,0.82,1.58,6.51,1.58,63,homecare,address,19.23,30.78,26.71,5.14
267079010,1.12,1.91,6.8,1.91,63,homecare,address,23.88,23.07,21.53,5.14
267079011,0.35,0.96,6.0,0.96,63,homecare,address,9.19,44.75,24.54,2.26
267079012,0.42,1.11,6.13,1.11,63,homecare,address,11.72,33.3,36.73,4.3
267079013,0.93,1.48,6.25,1.48,63,homecare,address,17.73,34.41,35.15,6.23
267079014,0.87,1.35,6.13,1.35,63,homecare,address,15.55,41.71,50.63,7.87
267080001,2.42,3.55,8.68,3.55,63,homecare,address,37.25,40.16,26.51,9.87
267080002,1.67,2.65,7.77,2.65,63,homecare,address,31.6,20.63,36.52,11.54
267080003,1.86,2.85,7.98,2.85,63,homecare,address,33.11,28.29,29.11,9.64
267080004/267080006,2.16,3.13,8.27,3.13,63,homecare,address,35.04,47.25,29.91,10.48
267080005,2.29,3.25,8.38,3.25,63,homecare,address,35.79,37.23,20.52,7.34
267080007,0.91,1.9,7.03,1.9,63,homecare,address,23.63,53.59,37.53,8.87
267080008,0.9,1.89,7.01,1.89,63,homecare,address,23.53,53.02,34.26,8.06
267080009,1.07,2.05,7.18,2.05,63,homecare,address,25.53,54.13,19.21,4.9
267080010,0.89,1.87,7.0,1.87,63,homecare,address,23.32,53.05,24.45,5.7
267080011,0.52,1.5,6.63,1.5,63,homecare,address,18.0,11.61,43.24,7.78
267080012,0.34,1.32,6.45,1.32,63,homecare,address,15.07,42.97,28.44,4.29
267080013,0.69,1.66,6.8,1.66,63,homecare,address,20.54,47.22,17.99,3.7
267080014,0.39,1.37,6.48,1.37,63,homecare,address,15.84,41.29,39.5,6.26
267080015,0.17,1.12,6.26,1.12,63,homecare,address,11.85,48.66,30.75,3.64
267080016,1.21,2.19,7.31,2.19,63,homecare,address,27.14,26.03,36.08,9.79
267080017,1.32,2.31,7.43,2.31,63,homecare,address,28.45,20.52,32.39,9.21
267080018,1.33,2.3,7.37,2.3,63,homecare,address,28.3,19.48,46.56,13.18
267080019,1.63,2.6,7.68,2.6,63,homecare,address,31.25,21.35,42.54,13.29
267080020,2.16,3.11,8.22,3.11,63,homecare,address,34.91,49.42,37.88,13.22
267080021,2.28,3.2,8.35,3.2,63,homecare,address,35.44,56.1,45.33,16.06
267080022,2.18,3.16,8.29,3.16,63,homecare,address,35.22,54.09,23.03,8.11
267080023,2.17,3.15,8.28,3.15,63,homecare,address,35.16,51.46,37.5,13.18
267080024,2.07,3.05,8.19,3.05,63,homecare,address,34.51,45.77,23.14,7.99
267080025,2.08,3.06,8.18,3.06,63,homecare,address,34.59,49.61,23.7,8.2
267080026,2.09,3.07,8.2,3.07,63,homecare,address,34.65,47.32,20.94,7.26
267080027,1.04,1.99,7.07,1.99,63,homecare,address,24.88,28.7,52.64,13.1
267080028,0.82,1.77,6.84,1.77,63,homecare,address,21.96,22.06,31.85,6.99
267081001,0.31,1.01,6.12,1.01,63,homecare,address,9.89,32.9,45.83,4.53
267081002,0.92,0.55,5.52,0.55,63,homecare,town,3.51,32.77,30.21,1.06
267081003,0.66,0.85,5.84,0.85,63,homecare,address,7.46,12.56,33.07,2.47
267081004,0.38,0.9,6.0,0.9,63,homecare,address,8.31,36.26,44.61,3.71
267081005,0.2,0.81,5.95,0.81,63,homecare,address,6.98,47.57,15.47,1.08
267081006/01,0.51,0.66,5.75,0.66,63,homecare,address,4.94,32.11,47.92,2.37
267081006/02,0.66,0.61,5.64,0.61,63,homecare,address,4.32,43.64,34.77,1.5
267081006/03,0.55,0.58,5.67,0.58,63,homecare,address,3.87,46.91,17.29,0.67
267081006/04,0.59,0.5,5.6,0.5,63,homecare,address,2.94,49.66,14.9,0.44
267081007,0.81,0.9,5.89,0.9,63,homecare,town,8.21,33.84,33.24,2.73
267081008,0.65,1.13,6.14,1.13,63,homecare,address,11.95,39.8,49.68,5.94
267082001,0.45,0.58,5.67,0.58,63,homecare,address,3.86,30.38,26.32,1.02
267082002,0.68,0.5,5.49,0.5,63,homecare,address,2.98,35.46,31.96,0.95
267082003,0.67,0.32,5.44,0.32,63,homecare,address,1.28,42.71,41.93,0.54
267082004,0.69,0.94,5.79,0.94,63,homecare,address,8.97,15.73,37.47,3.36
267082005,0.54,0.85,5.8,0.85,63,homecare,address,7.51,9.02,42.35,3.18
267082006,0.85,0.94,5.65,0.94,63,homecare,address,8.89,35.38,48.05,4.27
267082007,1.07,0.82,5.33,0.82,63,homecare,address,7.07,18.46,32.24,2.28
267082008,0.9,0.61,5.36,0.61,63,homecare,address,4.32,30.87,54.88,2.37
267082009,1.01,0.62,5.26,0.62,63,homecare,address,4.45,30.37,23.39,1.04
267082010,0.63,0.6,5.57,0.6,63,homecare,address,4.15,44.34,42.29,1.76
267083001,3.55,1.28,9.0,1.28,63,homecare,town,14.41,30.75,56.22,8.1
267083002,2.54,2.34,7.88,2.34,63,homecare,town,28.86,27.75,37.09,10.7
267083003/267083010,2.78,2.05,8.22,2.05,63,homecare,town,25.55,15.58,27.62,7.06
267083004,3.18,1.94,8.59,1.94,63,homecare,town,24.33,14.16,46.59,11.34
267083005,2.73,2.25,8.15,2.25,63,homecare,town,27.81,14.65,29.91,8.32
267083006,2.36,2.62,7.76,2.62,63,homecare,town,31.39,26.94,49.59,15.57
267083007,2.53,2.43,7.94,2.43,63,homecare,town,29.69,27.95,31.38,9.32
267083008,2.17,2.68,7.6,2.68,63,homecare,town,31.93,27.7,54.41,17.37
267083009,2.38,2.37,7.81,2.37,63,homecare,town,29.12,53.52,40.57,11.81
267083011,1.93,2.84,7.37,2.84,63,homecare,town,33.1,56.5,51.66,17.1
267083012,2.04,2.71,7.48,2.71,63,homecare,town,32.06,50.82,66.71,21.39
267083013,2.14,2.63,7.58,2.63,63,homecare,town,31.45,44.84,59.49,18.71
267083014,2.47,2.36,7.91,2.36,63,homecare,town,29.08,28.09,41.7,12.13
267083015,2.3,2.46,7.74,2.46,63,homecare,town,30.05,49.62,59.67,17.93
267083016,2.38,2.42,7.82,2.42,63,homecare,town,29.57,15.54,37.99,11.23
267083017,2.02,2.73,7.44,2.73,63,homecare,town,32.31,49.91,45.09,14.57
267083018,2.57,2.17,8.0,2.17,63,homecare,town,26.94,48.32,50.26,13.54
267083019,2.37,2.38,7.79,2.38,63,homecare,town,29.25,44.75,58.17,17.01
267083020,2.54,2.24,7.94,2.24,63,homecare,town,27.73,34.65,51.68,14.33
267084001,0.7,4.26,9.81,4.26,73,homecare,town,40.61,38.83,46.13,18.73
267084002,0.76,4.01,9.9,4.01,73,homecare,town,39.5,27.84,33.26,13.14
267084003,0.68,4.0,10.09,4.0,73,homecare,town,39.45,49.71,37.9,14.95
267084004,1.12,3.55,9.99,3.55,73,homecare,town,37.24,37.3,39.27,14.62
267084005,1.49,3.18,9.88,3.18,73,homecare,town,35.35,20.93,15.31,5.41
267084006,1.67,3.07,9.67,3.07,73,homecare,town,34.63,35.99,34.42,11.92
267084007,1.58,3.16,9.68,3.16,73,homecare,town,35.22,33.27,33.61,11.84
267084008,1.43,3.32,9.71,3.32,73,homecare,town,36.08,18.79,29.02,10.47
267084009,1.31,3.4,9.8,3.4,73,homecare,town,36.55,25.72,41.67,15.23
267084010,1.51,3.33,9.54,3.33,73,homecare,town,36.13,33.11,33.55,12.12
267084011,1.29,3.56,9.59,3.56,73,homecare,town,37.3,40.74,28.62,10.68
267084012,1.46,3.51,9.4,3.51,73,homecare,town,37.08,25.29,41.5,15.39
267084013,1.9,2.94,9.43,2.94,73,homecare,town,33.79,36.37,28.12,9.5
267084014,1.76,3.05,9.51,3.05,73,homecare,town,34.51,32.91,19.16,6.61
267084015,1.89,2.87,9.58,2.87,73,homecare,town,33.29,21.98,28.31,9.42
267084016,1.84,2.87,9.7,2.87,73,homecare,town,33.33,46.47,28.7,9.57
267084017,1.08,4.15,9.43,4.15,73,homecare,town,40.16,42.41,55.53,22.3
267084018,1.69,3.23,9.37,3.23,73,homecare,town,35.61,19.52,40.91,14.57
267084019,1.72,3.32,9.23,3.32,73,homecare,town,36.09,22.7,30.2,10.9
267084020,2.11,2.65,9.55,2.65,73,homecare,town,31.57,29.33,24.91,7.86
267084021,2.08,2.62,9.68,2.62,73,homecare,town,31.38,20.52,17.23,5.41
267084022,1.56,3.09,9.94,3.09,73,homecare,town,34.79,35.59,25.81,8.98
267084023,1.1,3.96,9.5,3.96,73,homecare,town,39.24,33.7,58.47,22.94
267084024,1.27,3.8,9.39,3.8,73,homecare,town,38.47,28.94,43.22,16.63
267084025,0.96,4.25,9.54,4.25,73,homecare,town,40.59,44.03,60.41,24.52
267084026,1.14,3.72,9.64,3.72,73,homecare,town,38.06,33.96,25.55,9.72
267084027,1.0,3.72,9.88,3.72,73,homecare,town,38.08,31.5,23.65,9.01
267084028,1.68,3.54,9.11,3.54,73,homecare,town,37.21,38.45,39.26,14.61
267084029,1.2,4.06,9.34,4.06,73,homecare,town,39.66,32.94,22.02,8.73
267084030,1.45,3.87,9.16,3.87,73,homecare,town,38.84,42.21,37.41,14.53
267084031,1.9,3.67,8.77,3.67,73,homecare,town,37.87,38.52,42.39,16.05
267084032,1.57,4.03,8.96,4.03,73,homecare,town,39.59,57.57,48.82,19.33
267084033,1.81,3.87,8.78,3.87,73,homecare,town,38.79,43.3,42.77,16.59
267084034,1.85,3.84,8.5,3.84,73,homecare,town,38.66,32.21,36.94,14.28
267084035,1.74,3.95,8.43,3.95,73,homecare,town,39.2,36.86,53.99,21.16
267084036,1.67,4.08,8.68,4.08,73,homecare,town,39.75,36.75,38.04,15.12
267084037,1.96,3.74,8.61,3.74,73,homecare,town,38.15,29.81,46.0,17.55
267084038,1.72,3.71,8.95,3.71,73,homecare,town,38.03,40.69,53.45,20.33
267084039,1.45,4.25,8.46,4.25,73,homecare,town,40.6,37.55,46.51,18.88
267084040,1.28,4.23,9.21,4.23,73,homecare,town,40.46,44.66,49.71,20.11
267085001,2.16,2.83,9.18,2.83,73,homecare,town,33.03,18.23,25.4,8.39
267085002,1.99,2.99,9.22,2.99,73,homecare,town,34.14,25.36,24.83,8.48
267085003,2.48,2.59,9.03,2.59,73,homecare,town,31.11,17.36,22.31,6.94
267085004,2.32,2.72,9.1,2.72,73,homecare,town,32.18,22.23,17.06,5.49
267085005/267085009,2.29,2.6,9.31,2.6,73,homecare,town,31.14,19.73,11.74,3.66
267085006,2.66,2.34,9.12,2.34,73,homecare,town,28.76,18.02,21.07,6.06
267085007,2.72,2.93,8.46,2.93,73,homecare,town,33.74,19.12,38.33,12.93
267085008,2.99,2.76,8.35,2.76,73,homecare,town,32.54,22.27,19.46,6.33
267085010,2.19,3.23,8.76,3.23,73,homecare,town,35.64,23.82,34.77,12.39
267085011/01,2.8,2.0,9.41,2.0,73,homecare,town,24.99,13.24,13.66,3.41
267085011/02,3.03,2.13,8.93,2.13,64,homecare,town,26.52,42.04,12.71,3.37
267085011/03,2.82,2.32,8.94,2.32,73,homecare,town,28.57,33.47,15.72,4.49
267085011/04,2.82,2.24,9.03,2.24,73,homecare,town,27.69,14.6,20.75,5.75
267085012,2.89,2.65,8.54,2.65,73,homecare,town,31.61,20.5,15.73,4.97
267085013,2.04,3.12,9.02,3.12,73,homecare,town,34.98,37.78,34.73,12.15
267085014/01,2.44,2.86,8.8,2.86,73,homecare,town,33.23,17.36,22.01,7.31
267085014/02/01/267085014/02,3.05,2.36,8.66,2.36,64,homecare,town,29.07,20.35,8.06,2.34
267085014/02/02,2.72,2.49,8.87,2.49,73,homecare,town,30.24,39.3,24.43,7.39
267085015,2.23,3.3,8.67,3.3,73,homecare,town,35.97,18.73,38.55,13.87
267085016,2.28,3.41,8.53,3.41,73,homecare,town,36.57,21.41,21.33,7.8
267085017,2.62,3.09,8.39,3.09,73,homecare,town,34.72,20.71,41.37,14.36
267085018,2.39,3.35,8.15,3.35,73,homecare,town,36.28,43.1,33.48,12.15
267085019,2.54,3.2,8.22,3.2,73,homecare,town,35.46,42.88,41.68,14.78
267085020,2.01,3.67,8.39,3.67,73,homecare,town,37.86,34.59,36.33,13.75
267085021,2.1,3.5,8.67,3.5,73,homecare,town,37.07,21.84,28.73,10.65
267085022,2.42,3.27,8.39,3.27,73,homecare,town,35.89,20.94,27.08,9.72
267085023,2.15,3.55,8.25,3.55,73,homecare,town,37.26,22.34,18.69,6.96
267085024,3.02,2.21,8.4,2.21,63,homecare,town,27.37,32.56,13.8,3.78
267085025/01,2.93,2.71,8.19,2.71,64,homecare,town,32.11,17.86,20.06,6.44
267085025/02,2.74,2.68,8.04,2.68,63,homecare,town,31.88,29.17,13.55,4.32
267085026/01,2.82,2.41,8.19,2.41,63,homecare,town,29.43,24.35,24.0,7.06
267085026/02,2.53,2.6,7.9,2.6,63,homecare,town,31.2,32.21,11.9,3.71
267085026/03,2.72,2.59,8.06,2.59,63,homecare,town,31.05,47.67,15.29,4.75
267085026/04,3.07,2.45,8.39,2.45,63,homecare,town,29.88,21.7,28.67,8.57
267086001,2.2,3.57,8.01,3.57,73,homecare,town,37.35,37.05,44.54,16.64
267086002,2.08,3.77,7.79,3.77,73,homecare,town,38.3,20.96,48.69,18.65
267086003,1.91,4.0,7.63,4.0,73,homecare,town,39.43,27.51,50.93,20.08
267086004,2.11,3.92,7.48,3.92,73,homecare,town,39.08,21.43,33.96,13.27
267086005,2.08,4.01,7.2,4.01,73,homecare,town,39.51,44.86,60.3,23.82
267086006,2.26,3.7,7.63,3.7,73,homecare,town,38.0,21.74,41.77,15.87
267086007,2.4,3.59,7.63,3.59,73,homecare,town,37.44,38.24,60.62,22.7
267086008,2.53,3.38,7.81,3.38,73,homecare,town,36.42,21.28,48.09,17.51
267086009,2.27,3.91,7.31,3.91,73,homecare,town,39.06,22.1,49.99,19.53
267086010,1.64,4.13,7.88,4.13,73,homecare,town,39.99,40.17,41.8,16.72
267086011,1.88,3.87,8.0,3.87,73,homecare,town,38.82,32.16,56.32,21.86
267086012,2.42,3.58,7.44,3.58,64,homecare,town,37.37,32.13,49.07,18.34
267086013,2.39,3.81,7.32,3.81,64,homecare,town,38.48,28.46,54.01,20.78
267087001,0.73,1.49,9.73,1.49,63,homecare,address,17.83,30.68,48.3,8.61
267087002,0.47,1.4,9.55,1.4,63,homecare,address,16.38,26.03,42.95,7.04
267087003,0.79,1.94,10.08,1.94,63,homecare,address,24.3,40.81,51.83,12.59
267087004,0.88,1.93,10.12,1.93,63,homecare,address,24.03,29.27,48.32,11.61
267087005,1.0,1.93,10.18,1.93,63,homecare,address,24.18,19.88,40.13,9.7
267087006,0.45,1.62,9.7,1.62,63,homecare,address,19.82,20.53,41.41,8.21
267088001,0.46,1.86,11.04,1.86,63,homecare,town,23.13,16.09,34.54,7.99
267088002,0.15,2.18,10.5,2.18,63,homecare,town,27.0,15.02,19.86,5.36
267088003,0.59,2.34,10.89,2.34,63,homecare,town,28.79,15.14,29.57,8.51
267088004,0.82,2.3,10.66,2.3,63,homecare,address,28.41,28.66,27.32,7.76
267088005,0.25,2.26,10.68,2.26,63,homecare,town,27.97,17.82,41.2,11.52
267088006,0.38,1.92,10.22,1.92,63,homecare,address,23.92,26.73,34.32,8.21
267088007,0.49,2.09,10.44,2.09,63,homecare,address,25.97,22.77,30.23,7.85
267088008,0.72,2.08,10.44,2.08,63,homecare,address,25.87,14.56,36.87,9.54
267088009,0.12,1.6,9.87,1.6,63,homecare,address,19.61,21.3,37.68,7.39
267088010,1.12,1.88,10.18,1.88,63,homecare,address,23.46,29.3,40.37,9.47
267088011,1.01,1.89,10.23,1.89,63,homecare,address,23.59,41.79,50.07,11.81
267088012,0.56,1.67,10.02,1.67,63,homecare,address,20.56,11.88,35.87,7.37
267088013,1.53,2.69,11.57,2.69,63,homecare,town,31.94,16.72,15.31,4.89
267088014,1.21,2.3,11.52,2.3,63,homecare,town,28.36,28.18,36.81,10.44
267088015,0.77,2.28,11.1,2.28,63,homecare,town,28.13,17.32,15.77,4.44
267088016,1.53,2.83,11.11,2.83,63,homecare,address,33.06,35.57,28.89,9.55
267088017,1.15,2.67,11.14,2.67,63,homecare,town,31.79,34.09,41.27,13.12
267088018,1.12,2.59,10.92,2.59,63,homecare,address,31.04,39.42,44.47,13.8
267088019,1.14,2.24,10.56,2.24,63,homecare,address,27.75,34.8,39.35,10.92
267088020,1.03,2.32,10.66,2.32,63,homecare,address,28.64,16.45,25.76,7.38
267089001,0.79,0.47,8.68,0.47,63,homecare,address,2.58,19.62,36.95,0.95
267089002,0.43,1.16,8.96,1.16,63,homecare,address,12.46,16.96,39.13,4.88
267089003,0.83,0.72,8.7,0.72,63,homecare,address,5.7,7.34,45.72,2.61
267089004,0.14,1.41,9.34,1.41,63,homecare,address,16.53,32.55,40.7,6.73
267089005,0.49,1.09,9.19,1.09,63,homecare,address,11.26,26.9,46.85,5.28
267089006,0.6,1.12,9.31,1.12,63,homecare,address,11.76,9.46,24.16,2.84
267089007,0.76,0.96,9.22,0.96,63,homecare,address,9.25,14.85,32.42,3.0
267089008,0.69,0.72,9.01,0.72,63,homecare,address,5.65,7.92,28.45,1.61
267090001,0.36,0.41,8.76,0.41,63,homecare,address,2.06,28.42,24.84,0.51
267090002,0.62,1.26,9.62,1.26,63,homecare,address,14.19,21.24,48.67,6.91
267090003,0.4,0.82,9.17,0.82,63,homecare,address,7.02,9.73,18.77,1.32
267090004,0.11,0.73,8.93,0.73,63,homecare,address,5.81,7.44,27.11,1.58
267090005,0.27,1.22,9.52,1.22,63,homecare,address,13.4,9.62,25.64,3.44
267091001,4.8,17.74,25.09,17.74,32,homecare,town,76.45,48.04,48.41,37.01
267091002,5.86,17.18,26.01,17.18,20,homecare,town,75.09,55.92,41.91,31.47
267091003,5.33,17.11,24.42,17.11,45,homecare,county,74.97,44.3,45.58,34.17
267091004,6.26,16.8,26.09,16.8,20,homecare,town,74.16,37.83,46.14,34.22
267092001/01,2.45,3.47,12.83,3.47,63,homecare,town,36.86,20.09,40.76,15.02
267092001/02,2.66,2.57,13.77,2.57,63,homecare,town,30.94,23.66,37.26,11.53
267092002,0.56,2.86,10.49,2.86,63,homecare,town,33.19,30.3,49.3,16.36
267092003,2.68,3.32,8.75,3.32,63,homecare,town,36.1,28.34,14.8,5.34
267092004,1.55,3.8,9.66,3.8,63,homecare,town,38.42,38.89,52.1,20.02
267092005,0.76,1.31,12.61,1.31,63,homecare,town,15.01,27.68,32.96,4.95
267092006,1.16,2.87,9.36,2.87,63,homecare,address,33.37,41.55,18.52,6.18
267092007,1.38,3.01,9.27,3.01,63,homecare,address,34.25,43.46,21.63,7.41
267092008,1.68,3.11,9.03,3.11,63,homecare,address,34.87,44.99,28.73,10.02
267092008/01,1.38,2.83,9.1,2.83,63,homecare,address,33.05,17.27,5.98,1.98
267092008/02,1.58,2.9,8.93,2.9,63,homecare,address,33.51,20.17,11.33,3.8
267092009,1.83,3.49,9.19,3.49,63,homecare,address,36.99,45.64,26.34,9.74
267092010,0.9,2.93,10.01,2.93,63,homecare,town,33.72,45.47,22.06,7.44
267092011,1.16,3.19,9.74,3.19,63,homecare,town,35.37,47.15,18.79,6.65
267092012,1.05,3.02,9.85,3.02,63,homecare,town,34.31,32.38,13.28,4.56
267092013,1.15,3.1,9.75,3.1,63,homecare,town,34.84,18.17,12.71,4.43
267092014,1.12,3.01,9.54,3.01,63,homecare,address,34.22,39.16,13.81,4.73
267092015/01,1.22,3.11,9.55,3.11,63,homecare,address,34.89,48.69,17.37,6.06
267092015/02,1.32,3.07,9.4,3.07,63,homecare,address,34.64,59.12,33.8,11.71
267092016/01,1.44,3.3,9.49,3.3,63,homecare,address,35.99,44.81,22.32,8.03
267092016/02,1.41,3.24,9.5,3.24,63,homecare,address,35.68,48.98,21.83,7.79
267092016/03,1.49,3.24,9.4,3.24,63,homecare,address,35.65,51.97,31.88,11.37
267092017,1.32,3.32,9.6,3.32,63,homecare,address,36.08,47.6,26.82,9.68
267092018,1.34,3.22,9.57,3.22,63,homecare,address,35.59,51.34,18.37,6.54
267092019,1.39,2.35,8.76,2.35,63,homecare,address,28.95,45.41,31.29,9.06
267092020,1.39,2.62,8.91,2.62,63,homecare,address,31.37,35.42,32.92,10.33
267092021/01,0.1,1.29,11.82,1.29,63,homecare,town,14.67,20.88,18.05,2.65
267092021/02,0.54,0.77,11.82,0.77,63,homecare,town,6.35,40.03,23.11,1.47
267092022,0.82,1.49,11.09,1.49,63,homecare,town,17.93,37.08,37.17,6.66
267092023,0.57,2.19,10.57,2.19,63,homecare,town,27.18,14.34,13.49,3.67
267092024,0.67,2.24,10.37,2.24,63,homecare,town,27.76,15.82,9.92,2.75
267092025,0.65,2.41,10.37,2.41,63,homecare,town,29.5,32.95,31.3,9.23
267092026/01/267092026/267092050,0.47,2.25,10.27,2.25,63,homecare,town,27.86,27.11,21.41,5.96
267092026/02,0.28,2.11,10.28,2.11,63,homecare,town,26.27,50.23,16.0,4.2
267092026/03,0.16,2.24,10.16,2.24,63,homecare,town,27.71,39.86,11.91,3.3
267092026/04,0.32,2.51,9.78,2.51,63,homecare,address,30.45,58.6,16.32,4.97
267092027,0.75,2.71,10.17,2.71,63,homecare,town,32.13,38.5,29.62,9.52
267092028,0.72,2.14,10.53,2.14,63,homecare,town,26.58,27.65,29.59,7.87
267092029,0.77,1.89,10.75,1.89,63,homecare,town,23.51,18.76,34.99,8.23
267092030,0.79,1.97,10.65,1.97,63,homecare,town,24.63,40.07,21.32,5.25
267092030/01,0.13,2.45,9.97,2.45,63,homecare,town,29.91,50.39,14.42,4.31
267092031,0.6,1.93,10.81,1.93,63,homecare,town,24.18,22.59,12.95,3.13
267092032,0.57,2.04,10.33,2.04,63,homecare,town,25.44,49.57,40.82,10.38
267092033,0.15,2.32,10.06,2.32,63,homecare,town,28.63,24.48,21.25,6.08
267092034,0.27,2.3,9.97,2.3,63,homecare,address,28.34,19.67,16.8,4.76
267092035,0.27,2.23,9.82,2.23,63,homecare,address,27.58,28.19,25.84,7.13
267092036,0.26,2.27,9.76,2.27,63,homecare,address,28.04,22.45,12.5,3.5
267092037,0.26,2.32,9.74,2.32,63,homecare,address,28.65,24.22,20.12,5.76
267092038,0.6,2.16,9.41,2.16,63,homecare,address,26.77,21.25,24.84,6.65
267092039,0.64,2.36,9.43,2.36,63,homecare,address,29.01,28.33,18.98,5.51
267092040/267092049,0.35,2.59,9.82,2.59,63,homecare,address,31.07,60.96,23.63,7.34
267092041,0.36,2.61,9.87,2.61,63,homecare,town,31.28,57.36,26.61,8.32
267092042,0.84,2.61,9.42,2.61,63,homecare,address,31.3,20.18,34.86,10.91
267092043,1.11,2.58,9.16,2.58,63,homecare,address,31.03,25.34,18.0,5.59
267092044/01,0.99,2.75,9.41,2.75,63,homecare,address,32.45,30.93,15.65,5.08
267092044/02,0.78,2.81,9.67,2.81,63,homecare,address,32.94,31.63,15.92,5.24
267092044/03,0.97,2.98,9.66,2.98,63,homecare,address,34.04,25.12,10.96,3.73
267092044/04,0.93,2.84,9.9,2.84,63,homecare,town,33.09,21.88,8.59,2.84
267092045,1.17,2.25,8.92,2.25,63,homecare,address,27.84,21.05,16.77,4.67
267092046,0.94,2.38,9.18,2.38,63,homecare,address,29.21,20.74,27.88,8.14
267092047,0.54,2.58,9.66,2.58,63,homecare,address,30.98,38.19,25.96,8.04
267092048,0.41,2.33,9.61,2.33,63,homecare,address,28.73,22.88,29.05,8.35
267092051,0.97,1.99,9.03,1.99,63,homecare,address,24.81,28.48,29.2,7.24
267092052,0.61,1.94,9.45,1.94,63,homecare,address,24.24,19.99,26.29,6.37
267092053,0.55,1.96,9.66,1.96,63,homecare,address,24.46,45.08,15.18,3.71
267092054,0.49,2.09,9.87,2.09,63,homecare,address,26.07,45.93,27.98,7.29
267092055/01,0.5,1.64,9.66,1.64,63,homecare,address,20.19,11.88,38.23,7.72
267092055/02,1.28,1.73,8.73,1.73,63,homecare,address,21.41,59.12,17.29,3.7
267092055/03,1.08,1.4,8.69,1.4,63,homecare,address,16.29,55.7,17.03,2.77
267092056/01,1.01,0.53,12.63,0.53,63,homecare,town,3.24,20.2,22.22,0.72
267092056/02,1.17,0.04,12.38,0.04,63,homecare,town,0.02,14.71,17.26,0.0
267092057,0.71,1.79,10.65,1.79,63,homecare,town,22.18,49.0,33.33,7.39
267092058,0.8,2.07,10.33,2.07,63,homecare,town,25.83,54.47,46.75,12.08
267092059,0.64,2.22,10.16,2.22,63,homecare,town,27.5,52.27,45.55,12.53
267093001,7.73,16.97,24.02,16.97,45,homecare,county,74.57,45.23,48.1,35.87
267093002,7.12,15.6,26.53,15.6,19,homecare,town,71.34,43.95,44.23,31.55
267093003,6.74,15.73,26.48,15.73,19,homecare,town,71.65,49.25,47.48,34.02
267093004,7.02,15.18,26.97,15.18,17,homecare,town,70.25,51.25,37.73,26.51
267094001/267094002/267094005,2.71,16.76,23.51,16.76,39,homecare,town,74.07,45.99,45.49,33.69
267094003,1.01,19.42,26.31,19.42,17,homecare,town,79.66,47.33,42.32,33.71
267094004,2.07,17.83,24.8,17.83,19,homecare,town,76.69,51.23,36.0,27.61
267094006,2.21,20.11,27.12,20.11,17,homecare,town,80.83,48.7,54.43,44.0
267094006/01,1.74,20.28,27.71,20.28,15,homecare,town,81.17,45.97,20.57,16.7
267094006/02,1.55,20.46,27.84,20.46,15,homecare,town,81.44,54.8,31.35,25.53
267094006/03,1.85,20.15,27.98,20.15,14,homecare,town,80.91,57.4,29.64,23.98
267094007,2.41,19.04,26.01,19.04,17,homecare,town,79.0,56.11,60.22,47.57
267094008,1.96,18.15,25.12,18.15,16,homecare,town,77.27,59.42,51.52,39.81
