sa_2022_code,IHA_code,IHA_operational_name,HR_code,HR_operational_name
027024022,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027024023,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027024024,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027024025,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027024026,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027024027,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027024028,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027025001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027025002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027025003,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027025004,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027025005,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027025006,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027025007,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027025008,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027025009,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027025010,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027025011,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027025012,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027025013/027025014,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027025014/027025018,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027025015,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027025016,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027025017,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027026001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027026002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027027001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027027002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027027003/01,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027027003/02,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027027004,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027028001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027028002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027028003,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027028004,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027028005,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027028006/027028005,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027028007/027028008,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027028008,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027029001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027030001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027030002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027031001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027031002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027032001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027032002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027032003,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027033001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027033002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027034001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027035001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027035002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027035003,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027036001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027036002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027037001,64,HSE Sligo Leitrim IHA,6,HSE West and North West HR
027038001/027047001,64,HSE Sligo Leitrim IHA,6,HSE West and North West HR
027039001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027040001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027041001,64,HSE Sligo Leitrim IHA,6,HSE West and North West HR
027042001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027042002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027043001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027043002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027044001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027044002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027045001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027045002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027045003,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027046001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027046002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027048001,24,HSE Louth Meath IHA,2,HSE Dublin and North East HR
027048002,24,HSE Louth Meath IHA,2,HSE Dublin and North East HR
027049001,64,HSE Sligo Leitrim IHA,6,HSE West and North West HR
027050001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027050002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027051001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027051002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027052001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027052002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027052003,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027052004,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027052005,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027053001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027053002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027054001/027054003,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027054002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027055001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027056001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027056002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027057001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027057002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027057003/027057005,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027057004,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027057006,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027058001/027085001,64,HSE Sligo Leitrim IHA,6,HSE West and North West HR
027059001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027059002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027060001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027060002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027060003,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027061001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027061002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027061003,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027061004,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027062001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027063001,24,HSE Louth Meath IHA,2,HSE Dublin and North East HR
027063002,24,HSE Louth Meath IHA,2,HSE Dublin and North East HR
027063003,24,HSE Louth Meath IHA,2,HSE Dublin and North East HR
027063004,24,HSE Louth Meath IHA,2,HSE Dublin and North East HR
027063005,24,HSE Louth Meath IHA,2,HSE Dublin and North East HR
027063006,24,HSE Louth Meath IHA,2,HSE Dublin and North East HR
027063007,24,HSE Louth Meath IHA,2,HSE Dublin and North East HR
027063008,24,HSE Louth Meath IHA,2,HSE Dublin and North East HR
027063009,24,HSE Louth Meath IHA,2,HSE Dublin and North East HR
027063010,24,HSE Louth Meath IHA,2,HSE Dublin and North East HR
027063011,24,HSE Louth Meath IHA,2,HSE Dublin and North East HR
027064001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027064002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027065001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027065002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027066001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027066002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027067001,24,HSE Louth Meath IHA,2,HSE Dublin and North East HR
027067002,24,HSE Louth Meath IHA,2,HSE Dublin and North East HR
027068001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027069001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027069002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027070001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027070002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027070003,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027071001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027071002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027072001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027072002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027072003,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027072004,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027072005,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027072006,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027072007,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027073001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027073002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027073003,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027073004,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027073005,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027073006,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027073007,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027074001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027074002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027074003,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027074004,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027075001/027088001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027076001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027076002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027077001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027077002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027078001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027078002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027078003,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027079001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027079002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027079003/027079005,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027079004/027079002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027079005/027079003,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027080001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027080002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027081001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027082001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027082002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027082003,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027083001/027083002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027083003,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027084001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027084002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027086001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027086002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027087001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027087002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027089001,64,HSE Sligo Leitrim IHA,6,HSE West and North West HR
027089003/027089002,64,HSE Sligo Leitrim IHA,6,HSE West and North West HR
027090001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027090002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027091001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027092001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027092002/01,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027092002/02,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027092003,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027092004,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027092005,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027092006,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027092007,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027092008,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027092009,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027092010,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027092011,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027092012,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027092013,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027092014,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027092015,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027092016,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027092017,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027093001,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027093002,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
027093003,21,HSE Cavan Monaghan IHA,2,HSE Dublin and North East HR
037001001,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037001002,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037001003/037001004,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037002001,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037002002,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037002003,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037003001/01,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037003001/02,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037004001,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037005001,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037006001,42,HSE Limerick City and Tipperary North IHA,4,HSE Midwest HR
037006002,42,HSE Limerick City and Tipperary North IHA,4,HSE Midwest HR
037006003/037006004,42,HSE Limerick City and Tipperary North IHA,4,HSE Midwest HR
037007001,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037007002,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037007003,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037008001/037067001,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037009001,42,HSE Limerick City and Tipperary North IHA,4,HSE Midwest HR
037009002,42,HSE Limerick City and Tipperary North IHA,4,HSE Midwest HR
037009003,42,HSE Limerick City and Tipperary North IHA,4,HSE Midwest HR
037009004/01,42,HSE Limerick City and Tipperary North IHA,4,HSE Midwest HR
037009004/02,42,HSE Limerick City and Tipperary North IHA,4,HSE Midwest HR
037009005,42,HSE Limerick City and Tipperary North IHA,4,HSE Midwest HR
037009006,42,HSE Limerick City and Tipperary North IHA,4,HSE Midwest HR
037009007,42,HSE Limerick City and Tipperary North IHA,4,HSE Midwest HR
037009008,42,HSE Limerick City and Tipperary North IHA,4,HSE Midwest HR
037009009/01,42,HSE Limerick City and Tipperary North IHA,4,HSE Midwest HR
037009009/02,42,HSE Limerick City and Tipperary North IHA,4,HSE Midwest HR
037009010,42,HSE Limerick City and Tipperary North IHA,4,HSE Midwest HR
037009011,42,HSE Limerick City and Tipperary North IHA,4,HSE Midwest HR
037009012,42,HSE Limerick City and Tipperary North IHA,4,HSE Midwest HR
037009013,42,HSE Limerick City and Tipperary North IHA,4,HSE Midwest HR
037009014,42,HSE Limerick City and Tipperary North IHA,4,HSE Midwest HR
037009015,42,HSE Limerick City and Tipperary North IHA,4,HSE Midwest HR
037009016,42,HSE Limerick City and Tipperary North IHA,4,HSE Midwest HR
037009017,42,HSE Limerick City and Tipperary North IHA,4,HSE Midwest HR
037009018,42,HSE Limerick City and Tipperary North IHA,4,HSE Midwest HR
037009019,42,HSE Limerick City and Tipperary North IHA,4,HSE Midwest HR
037010001,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037011001,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037012001,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037012002/037012003,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037013001,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037013002/037013003,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037014001,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037015001,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037016001,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037017001,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037018001/037041001,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037019001,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037020001,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037021001,42,HSE Limerick City and Tipperary North IHA,4,HSE Midwest HR
037021002,42,HSE Limerick City and Tipperary North IHA,4,HSE Midwest HR
037021003,42,HSE Limerick City and Tipperary North IHA,4,HSE Midwest HR
037022001,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037023001,42,HSE Limerick City and Tipperary North IHA,4,HSE Midwest HR
037024001,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037024002,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037025001,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037026001,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037026002,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037026003,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037026004,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037026005,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037026006,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
037026007,41,HSE Clare and Limerick County IHA,4,HSE Midwest HR
